Season,Week,Contestant,Est_Fan_Votes,Certainty,Judge Score,Official Result,Model,J_ZScore,F_ZScore,New_Score,Dynamic_Weight_J,New_Rank,Original_Rank_Simulated
6,6,Priscilla Presley,0.1167666666666666,0.5838333333333332,0.0,Safe,Improved,-1.1174697525349284,0.9445695003752953,-0.08645012607981656,0.5,8.5,5.5
6,6,Marlee Matlin,1.3877787807814457e-17,0.9500916666666672,21.0,Eliminated,Improved,0.4469879010139714,-2.354360668931442,-0.9536863839587353,0.5,12.0,12.0
6,6,Shannon Elizabeth,0.0651944444444444,0.5838333333333336,24.0,Safe,Improved,0.6704818515209571,-0.5124658389374105,0.07900800629177329,0.5,5.5,10.5
6,6,Marissa Jaret Winokur,0.0685277777777777,0.5838333333333339,26.0,Safe,Improved,0.8194778185256142,-0.4182914121801537,0.20059320317273024,0.5,4.0,8.0
6,6,Jason Taylor,0.0651944444444444,0.5838333333333333,24.0,Safe,Improved,0.6704818515209571,-0.5124658389374105,0.07900800629177329,0.5,5.5,10.5
6,6,Kristi Yamaguchi,0.0751944444444444,0.5838333333333334,30.0,Safe,Improved,1.1174697525349284,-0.22994255866563737,0.4437635969346455,0.5,1.0,1.0
6,6,Monica Seles,0.1167666666666665,0.5838333333333333,0.0,Safe,Improved,-1.1174697525349284,0.9445695003752925,-0.08645012607981795,0.5,11.0,9.0
6,6,Penn Jillette,0.1167666666666666,0.5838333333333336,0.0,Safe,Improved,-1.1174697525349284,0.9445695003752953,-0.08645012607981656,0.5,8.5,5.5
6,6,Adam Carolla,0.1167666666666666,0.5838333333333332,0.0,Safe,Improved,-1.1174697525349284,0.9445695003752953,-0.08645012607981656,0.5,8.5,5.5
6,6,Mario,0.0718611111111111,0.5838333333333341,28.0,Safe,Improved,0.9684737855302713,-0.3241169854228942,0.3221784000536886,0.5,2.0,2.0
7,1,Ted McGinley,0.0590540903525512,0.919658852258852,18.5,Eliminated,Improved,-0.27906991009802495,-2.8366235000825326,-1.5578467050902787,0.5,13.0,11.5
7,1,Cloris Leachman,0.0728937728940527,0.0401825396825415,16.0,Safe,Improved,-1.067745742983749,-0.639634399667635,-0.853690071325692,0.5,12.0,13.0
7,1,Susan Lucci,0.0758699633702432,0.0401825396825403,18.5,Safe,Improved,-0.27906991009802495,-0.16717717260758844,-0.2231235413528067,0.5,8.5,9.5
7,1,Cody Linley,0.0782509157511956,0.0401825396825399,20.5,Safe,Improved,0.3518707562105542,0.21078860904044966,0.28132968262550195,0.5,6.0,6.0
7,1,Misty May-Treanor,0.0788461538464336,0.0401825396825398,21.0,Safe,Improved,0.509605922787699,0.3052800544524449,0.40744298862007194,0.5,5.0,5.0
7,1,Maurice Greene,0.0770604395607194,0.0401825396825404,19.5,Safe,Improved,0.03640042305626461,0.021805718216430615,0.029103070636347615,0.5,7.0,8.0
7,1,Warren Sapp,0.0794413919416717,0.0401825396825403,21.5,Safe,Improved,0.6673410893648437,0.3997714998644533,0.5335562946146485,0.5,3.5,3.5
7,1,Jeffrey Ross,0.084947741146202,0.0401825396825399,12.0,Eliminated,Improved,-2.329627075600907,1.2738803639337328,-0.5278733558335872,0.5,11.0,7.0
7,1,Toni Braxton,0.0806318681321479,0.0401825396825398,22.5,Safe,Improved,0.9828114225191333,0.5887543906884724,0.7857829066038029,0.5,2.0,2.0
7,1,Lance Bass,0.0794413919416717,0.04018253968254,21.5,Safe,Improved,0.6673410893648437,0.3997714998644533,0.5335562946146485,0.5,3.5,3.5
7,1,Kim Kardashian,0.0758699633702432,0.0401825396825392,18.5,Safe,Improved,-0.27906991009802495,-0.16717717260758844,-0.2231235413528067,0.5,8.5,9.5
7,1,Rocco DiSpirito,0.074679487179767,0.0401825396825391,17.5,Safe,Improved,-0.5945402432523146,-0.3561600634316075,-0.47535015334196107,0.5,10.0,11.5
7,1,Brooke Burke,0.0830128205131003,0.0401825396825383,24.5,Safe,Improved,1.6137520888277126,0.9667201723365105,1.2902361305821115,0.5,1.0,1.0
7,2,Ted McGinley,0.087212820520283,0.1678208144796384,0.0,Safe,Improved,-2.1112990189828253,0.5024052577053402,-0.8044468806387426,0.5,11.5,7.5
7,2,Cloris Leachman,0.0742081447941413,0.1678208144796379,15.0,Safe,Improved,-0.24838811988033238,-0.1325588109173825,-0.19047346539885746,0.5,10.0,13.0
7,2,Susan Lucci,0.0823529411742318,0.1678208144796386,21.0,Safe,Improved,0.49677623976066476,0.2651176215068377,0.38094693063375124,0.5,5.0,5.0
7,2,Cody Linley,0.0823529411742318,0.1678208144796391,21.0,Safe,Improved,0.49677623976066476,0.2651176215068377,0.38094693063375124,0.5,5.0,5.0
7,2,Misty May-Treanor,0.0823529411742318,0.167820814479638,21.0,Safe,Improved,0.49677623976066476,0.2651176215068377,0.38094693063375124,0.5,5.0,5.0
7,2,Maurice Greene,0.079638009047535,0.1678208144796382,19.0,Safe,Improved,0.24838811988033238,0.13255881069876613,0.19047346528954925,0.5,8.0,10.0
7,2,Warren Sapp,0.086425339364277,0.1678208144796381,24.0,Safe,Improved,0.8693584195811633,0.4639558377189458,0.6666571286500546,0.5,1.5,1.5
7,2,Jeffrey Ross,0.087212820520283,0.1678208144796388,0.0,Safe,Improved,-2.1112990189828253,0.5024052577053402,-0.8044468806387426,0.5,11.5,7.5
7,2,Toni Braxton,0.0850678733009286,0.1678208144796386,23.0,Safe,Improved,0.7451643596409971,0.39767643231491,0.5714203959779536,0.5,3.0,3.0
7,2,Lance Bass,0.0809954751108834,0.1678208144796384,20.0,Safe,Improved,0.37258217982049857,0.19883821610280192,0.28571019796165026,0.5,7.0,9.0
7,2,Kim Kardashian,0.0101897435972061,0.9231692307692309,17.0,Eliminated,Improved,0.0,-3.2583102980548357,-1.6291551490274179,0.5,13.0,12.0
7,2,Rocco DiSpirito,0.0755656108574897,0.1678208144796382,16.0,Safe,Improved,-0.12419405994016619,-0.0662794055133467,-0.09523673272675645,0.5,9.0,11.0
7,2,Brooke Burke,0.086425339364277,0.1678208144796373,24.0,Safe,Improved,0.8693584195811633,0.4639558377189458,0.6666571286500546,0.5,1.5,1.5
7,4,Ted McGinley,0.0887699507389162,0.3550798029556649,0.0,Safe,Improved,-1.414196403647764,0.5030596041771951,-0.4555683997352845,0.5,11.5,7.5
7,4,Cloris Leachman,0.0789524630541871,0.3550798029556646,22.0,Safe,Improved,0.5782182340037656,0.08617481706220663,0.3321965255329861,0.5,6.0,10.0
7,4,Susan Lucci,0.0819081280788177,0.3550798029556645,24.0,Safe,Improved,0.759346837426632,0.2116826683725741,0.48551475289960305,0.5,3.0,3.0
7,4,Cody Linley,0.0804302955665024,0.3550798029556651,23.0,Safe,Improved,0.6687825357151989,0.14892874271739037,0.40885563921629464,0.5,4.0,4.0
7,4,Misty May-Treanor,0.0887699507389162,0.3550798029556647,0.0,Safe,Improved,-1.414196403647764,0.5030596041771951,-0.4555683997352845,0.5,11.5,7.5
7,4,Maurice Greene,0.0759967980295566,0.3550798029556649,20.0,Safe,Improved,0.3970896305808993,-0.0393330342481567,0.1788782981663713,0.5,8.0,12.0
7,4,Warren Sapp,0.0789524630541871,0.3550798029556647,22.0,Safe,Improved,0.5782182340037656,0.08617481706220663,0.3321965255329861,0.5,6.0,10.0
7,4,Jeffrey Ross,0.0887699507389163,0.3550798029556647,0.0,Safe,Improved,-1.414196403647764,0.5030596041771992,-0.45556839973528246,0.5,9.5,5.5
7,4,Toni Braxton,0.0789524630541871,0.3550798029556652,22.0,Safe,Improved,0.5782182340037656,0.08617481706220663,0.3321965255329861,0.5,6.0,10.0
7,4,Lance Bass,0.0848637931034482,0.3550798029556652,26.0,Safe,Improved,0.9404754408494983,0.33719051968293745,0.6388329802662178,0.5,1.5,1.5
7,4,Kim Kardashian,0.0887699507389163,0.355079802955665,0.0,Safe,Improved,-1.414196403647764,0.5030596041771992,-0.45556839973528246,0.5,9.5,5.5
7,4,Rocco DiSpirito,0.0,0.9349161045850702,18.0,Eliminated,Improved,0.21596102715803298,-3.266422284103087,-1.5252306284725272,0.5,13.0,13.0
7,4,Brooke Burke,0.0848637931034482,0.3550798029556646,26.0,Safe,Improved,0.9404754408494983,0.33719051968293745,0.6388329802662178,0.5,1.5,1.5
7,5,Ted McGinley,0.1129205128205128,0.5751589743589715,0.0,Safe,Improved,-1.1908262790561672,1.0509725000539774,-0.06992688950109494,0.5,10.0,7.0
7,5,Cloris Leachman,0.0564853479853479,0.5751589743589732,21.0,Safe,Improved,0.47633051162246687,-0.5966950295657177,-0.060182258971625435,0.5,6.5,12.5
7,5,Susan Lucci,0.0580238095238094,0.5751589743589749,22.0,Safe,Improved,0.5557189302262113,-0.5517784756778076,0.0019702272742018745,0.5,5.0,10.0
7,5,Cody Linley,0.0672545787545787,0.5751589743589759,28.0,Safe,Improved,1.0320494418486783,-0.282279152350338,0.3748851447491701,0.5,2.0,2.0
7,5,Misty May-Treanor,0.1129205128205128,0.5751589743589749,0.0,Safe,Improved,-1.1908262790561672,1.0509725000539774,-0.06992688950109494,0.5,10.0,7.0
7,5,Maurice Greene,0.0657161172161171,0.5751589743589752,27.0,Safe,Improved,0.9526610232449337,-0.32719570623825106,0.3127326585033413,0.5,3.0,3.0
7,5,Warren Sapp,0.0626391941391941,0.575158974358975,25.0,Safe,Improved,0.7938841860374448,-0.41702881401407144,0.1884276860116867,0.5,4.0,4.0
7,5,Jeffrey Ross,0.1129205128205128,0.5751589743589747,0.0,Safe,Improved,-1.1908262790561672,1.0509725000539774,-0.06992688950109494,0.5,10.0,7.0
7,5,Toni Braxton,1.3877787807814457e-17,0.9590666666666664,22.0,Eliminated,Improved,0.5557189302262113,-2.2458276943955613,-0.845054382084675,0.5,13.0,11.0
7,5,Lance Bass,0.0564853479853479,0.5751589743589748,21.0,Safe,Improved,0.47633051162246687,-0.5966950295657177,-0.060182258971625435,0.5,6.5,12.5
7,5,Kim Kardashian,0.1129205128205128,0.5751589743589751,0.0,Safe,Improved,-1.1908262790561672,1.0509725000539774,-0.06992688950109494,0.5,10.0,7.0
7,5,Rocco DiSpirito,0.1129205128205128,0.5751589743589748,0.0,Safe,Improved,-1.1908262790561672,1.0509725000539774,-0.06992688950109494,0.5,10.0,7.0
7,5,Brooke Burke,0.0687930402930403,0.5751589743589752,29.0,Safe,Improved,1.1114378604524227,-0.23736259846242497,0.4370376309949988,0.5,1.0,1.0
7,6,Ted McGinley,0.0938499999999999,0.5630999999999997,0.0,Safe,Improved,-1.0091976215148104,0.6628770874386483,-0.17316026703808107,0.5,10.5,8.5
7,6,Cloris Leachman,1.3877787807814457e-17,0.9425899999999996,15.0,Eliminated,Improved,0.22076197970636469,-3.012393035394904,-1.3958155278442699,0.5,13.0,13.0
7,6,Susan Lucci,0.0706291666666666,0.5630999999999988,23.0,Safe,Improved,0.8767404336909914,-0.24647650848354072,0.31513196260372534,0.5,4.5,8.5
7,6,Cody Linley,0.0706291666666666,0.5631000000000002,23.0,Safe,Improved,0.8767404336909914,-0.24647650848354072,0.31513196260372534,0.5,4.5,8.5
7,6,Misty May-Treanor,0.09385,0.5630999999999999,0.0,Safe,Improved,-1.0091976215148104,0.662877087438652,-0.17316026703807919,0.5,7.5,4.0
7,6,Maurice Greene,0.0668791666666666,0.5630999999999992,21.0,Safe,Improved,0.7127458201948347,-0.39333066895904256,0.15970757561789606,0.5,6.0,12.0
7,6,Warren Sapp,0.0743791666666666,0.5631000000000006,25.0,Safe,Improved,1.0407350471871482,-0.0996223480080394,0.4705563495895544,0.5,3.0,4.0
7,6,Jeffrey Ross,0.09385,0.5631000000000002,0.0,Safe,Improved,-1.0091976215148104,0.662877087438652,-0.17316026703807919,0.5,7.5,4.0
7,6,Toni Braxton,0.0938499999999999,0.5630999999999998,0.0,Safe,Improved,-1.0091976215148104,0.6628770874386483,-0.17316026703808107,0.5,10.5,8.5
7,6,Lance Bass,0.0781291666666666,0.5630999999999997,27.0,Safe,Improved,1.2047296606833047,0.04723181246746246,0.6259807365753836,0.5,1.0,1.0
7,6,Kim Kardashian,0.0938499999999999,0.5630999999999999,0.0,Safe,Improved,-1.0091976215148104,0.6628770874386483,-0.17316026703808107,0.5,10.5,8.5
7,6,Rocco DiSpirito,0.0938499999999999,0.5630999999999999,0.0,Safe,Improved,-1.0091976215148104,0.6628770874386483,-0.17316026703808107,0.5,10.5,8.5
7,6,Brooke Burke,0.0762541666666666,0.5631000000000006,26.0,Safe,Improved,1.1227323539352263,-0.026195267770288466,0.548268543082469,0.5,2.0,2.0
8,2,Gilles Marini,0.0844121915820029,0.0230415094339624,27.0,Safe,Improved,1.7520641632996097,1.4403197244357333,1.5961919438676715,0.5,1.0,1.0
8,2,Denise Richards,0.0776197387518142,0.0230415094339623,21.0,Safe,Improved,0.1629827128650803,0.13398323018006816,0.14848297152257423,0.5,5.0,5.0
8,2,David Alan Grier,0.0730914368650217,0.0230415094339624,17.0,Safe,Improved,-0.8964049207579392,-0.7369077659903815,-0.8166563433741604,0.5,11.5,12.5
8,2,Lawrence Taylor,0.0764876632801161,0.0230415094339625,20.0,Safe,Improved,-0.10186419554067459,-0.08373951886254093,-0.09280185720160776,0.5,7.0,7.0
8,2,Ty Murray,0.0764876632801161,0.0230415094339622,20.0,Safe,Improved,-0.10186419554067459,-0.08373951886254093,-0.09280185720160776,0.5,7.0,7.0
8,2,Shawn Johnson,0.0810159651669085,0.0230415094339624,24.0,Safe,Improved,0.957523438082345,0.7871514773078901,0.8723374576951175,0.5,3.0,3.0
8,2,Steve Wozniak,0.0730914368650217,0.0230415094339624,17.0,Safe,Improved,-0.8964049207579392,-0.7369077659903815,-0.8166563433741604,0.5,11.5,12.5
8,2,Belinda Carlisle,0.0643621915820029,0.9141706821480408,18.0,Eliminated,Improved,-0.6315580123521843,-2.4157315967330955,-1.5236448045426398,0.5,13.0,11.0
8,2,Chuck Wicks,0.0764876632801161,0.0230415094339622,20.0,Safe,Improved,-0.10186419554067459,-0.08373951886254093,-0.09280185720160776,0.5,7.0,7.0
8,2,Lil' Kim,0.0798838896952104,0.0230415094339623,23.0,Safe,Improved,0.6926765296765901,0.5694287282652837,0.6310526289709368,0.5,4.0,4.0
8,2,Steve-O,0.0795565312046444,0.0230415094339617,14.0,Safe,Improved,-1.690945645975204,0.5064705666671353,-0.5922375396540343,0.5,10.0,9.0
8,2,Holly Madison,0.0742235123367199,0.0230415094339626,18.0,Safe,Improved,-0.6315580123521843,-0.5191850169477564,-0.5753715146499704,0.5,9.0,10.0
8,2,Melissa Rycroft,0.0832801161103048,0.0230415094339607,26.0,Safe,Improved,1.4872172548938547,1.2225969753931243,1.3549071151434895,0.5,2.0,2.0
8,3,Gilles Marini,0.0857359176256814,0.0908511811023621,27.0,Safe,Improved,0.9417919603239983,0.5706019820824799,0.756196971203239,0.5,2.0,2.0
8,3,Denise Richards,0.0317489097516656,0.9092382798304058,16.0,Eliminated,Improved,-0.44662299149385515,-2.924876347681489,-1.6857496695876721,0.5,13.0,12.0
8,3,David Alan Grier,0.0821926105390672,0.0908511811023624,24.0,Safe,Improved,0.5631333371009474,0.34118469031735776,0.45215901370915257,0.5,5.0,5.0
8,3,Lawrence Taylor,0.0774682010902483,0.0908511811023623,20.0,Safe,Improved,0.05825517280354609,0.0352949679638628,0.046775070383704445,0.5,8.0,9.0
8,3,Ty Murray,0.0810115081768625,0.0908511811023622,23.0,Safe,Improved,0.436913796026597,0.2647122597289858,0.35081302787779145,0.5,6.5,7.0
8,3,Shawn Johnson,0.0857359176256814,0.0908511811023623,27.0,Safe,Improved,0.9417919603239983,0.5706019820824799,0.756196971203239,0.5,2.0,2.0
8,3,Steve Wozniak,0.0656571774682011,0.0908511811023623,10.0,Safe,Improved,-1.203940237939957,-0.7294293379198693,-0.9666847879299132,0.5,12.0,13.0
8,3,Belinda Carlisle,0.0948410357359176,0.090851181102362,0.0,Safe,Improved,-2.4661356486834602,1.1601279494882495,-0.6530038495976054,0.5,11.0,7.0
8,3,Chuck Wicks,0.0810115081768625,0.0908511811023621,23.0,Safe,Improved,0.436913796026597,0.2647122597289858,0.35081302787779145,0.5,6.5,7.0
8,3,Lil' Kim,0.0833737129012719,0.0908511811023623,25.0,Safe,Improved,0.6893528781752977,0.4176571209057297,0.5535049995405137,0.5,4.0,4.0
8,3,Steve-O,0.0715626892792247,0.0908511811023625,15.0,Safe,Improved,-0.5728425325682055,-0.3470671849780032,-0.4599548587731044,0.5,10.0,11.0
8,3,Holly Madison,0.0739248940036341,0.0908511811023622,17.0,Safe,Improved,-0.32040345041950485,-0.19412232380125932,-0.2572628871103821,0.5,9.0,10.0
8,3,Melissa Rycroft,0.0857359176256814,0.0908511811023607,27.0,Safe,Improved,0.9417919603239983,0.5706019820824799,0.756196971203239,0.5,2.0,2.0
8,4,Gilles Marini,0.0910362364919013,0.099373553719009,30.0,Safe,Improved,1.1534199056796544,0.8517095490022131,1.0025647273409337,0.5,1.0,1.0
8,4,Denise Richards,0.075367090481541,0.0993735537190084,0.0,Safe,Improved,-1.8859974133410566,-0.09390161741680622,-0.9899495153789314,0.5,11.5,11.0
8,4,David Alan Grier,0.0811188811200005,0.0993735537190085,22.0,Safe,Improved,0.3429086206074647,0.25321094704812963,0.2980597838277972,0.5,6.0,6.0
8,4,Lawrence Taylor,0.0773998728555376,0.0993735537190083,19.0,Safe,Improved,0.038966888705393596,0.028773971315342067,0.03387043001036783,0.5,8.0,8.0
8,4,Ty Murray,0.0848378893844633,0.0993735537190082,25.0,Safe,Improved,0.6468503525095358,0.4776479227809105,0.5622491376452232,0.5,4.5,4.5
8,4,Shawn Johnson,0.0848378893844633,0.0993735537190085,25.0,Safe,Improved,0.6468503525095358,0.4776479227809105,0.5622491376452232,0.5,4.5,4.5
8,4,Steve Wozniak,0.0256803136220369,0.8958329307056585,12.0,Eliminated,Improved,-0.6702304857327723,-3.0924294880902647,-1.8813299869115185,0.5,13.0,13.0
8,4,Belinda Carlisle,0.075367090481541,0.0993735537190088,0.0,Safe,Improved,-1.8859974133410566,-0.09390161741680622,-0.9899495153789314,0.5,11.5,11.0
8,4,Chuck Wicks,0.0811188811200004,0.0993735537190081,22.0,Safe,Improved,0.3429086206074647,0.2532109470481238,0.29805978382779424,0.5,7.0,7.0
8,4,Lil' Kim,0.0873172282274385,0.0993735537190082,27.0,Safe,Improved,0.8494781737775832,0.6272725732694314,0.7383753735235072,0.5,3.0,3.0
8,4,Steve-O,0.0724411951695872,0.0993735537190084,15.0,Safe,Improved,-0.3662887538307012,-0.27047532966169885,-0.3183820417462,0.5,10.0,11.0
8,4,Holly Madison,0.0736808645910748,0.0993735537190081,16.0,Eliminated,Improved,-0.2649748431966775,-0.1956630044174388,-0.23031892380705815,0.5,9.0,9.0
8,4,Melissa Rycroft,0.0897965670704137,0.0993735537190079,29.0,Safe,Improved,1.0521059950456306,0.7768972237579522,0.9145016094017915,0.5,2.0,2.0
8,5,Gilles Marini,0.0804261904761904,0.4530809523809525,29.0,Safe,Improved,1.1112281097593057,0.1252779639587591,0.6182530368590324,0.5,1.0,1.0
8,5,Denise Richards,0.1048619047619047,0.4530809523809522,0.0,Safe,Improved,-1.3973527128709833,0.9991453071601952,-0.19910370285539403,0.5,10.5,7.0
8,5,David Alan Grier,0.0,0.9510080586080586,22.0,Eliminated,Improved,0.5057086008485464,-2.7509146684100676,-1.1226030337807607,0.5,13.0,11.5
8,5,Lawrence Taylor,0.0675690476190476,0.453080952380953,20.0,Safe,Improved,0.3327030268740437,-0.33451777347549333,-0.000907373300724823,0.5,7.0,11.5
8,5,Ty Murray,0.068997619047619,0.4530809523809522,21.0,Safe,Improved,0.419205813861295,-0.2834293582050215,0.06788822782813675,0.5,6.0,10.0
8,5,Shawn Johnson,0.0761404761904761,0.4530809523809528,26.0,Safe,Improved,0.8517197487975517,-0.027987281852659373,0.41186623347244616,0.5,3.0,3.0
8,5,Steve Wozniak,0.1048619047619047,0.4530809523809517,0.0,Safe,Improved,-1.3973527128709833,0.9991453071601952,-0.19910370285539403,0.5,10.5,7.0
8,5,Belinda Carlisle,0.1048619047619047,0.4530809523809525,0.0,Safe,Improved,-1.3973527128709833,0.9991453071601952,-0.19910370285539403,0.5,10.5,7.0
8,5,Chuck Wicks,0.0718547619047619,0.4530809523809525,23.0,Safe,Improved,0.5922113878357977,-0.18125252766407488,0.20547943008586145,0.5,5.0,7.0
8,5,Lil' Kim,0.0761404761904762,0.4530809523809518,26.0,Safe,Improved,0.8517197487975517,-0.0279872818526559,0.41186623347244794,0.5,2.0,2.0
8,5,Steve-O,0.0647119047619047,0.4530809523809517,18.0,Safe,Improved,0.159697452899541,-0.43669460401644,-0.13849857555844952,0.5,8.0,13.0
8,5,Holly Madison,0.1048619047619047,0.453080952380952,0.0,Safe,Improved,-1.3973527128709833,0.9991453071601952,-0.19910370285539403,0.5,10.5,7.0
8,5,Melissa Rycroft,0.0747119047619047,0.4530809523809521,25.0,Safe,Improved,0.7652169618103004,-0.0790756971231312,0.3430706323435846,0.5,4.0,4.0
8,6,Gilles Marini,0.0841067588325652,0.4306075268817191,26.0,Safe,Improved,0.955530838201497,0.304749369258534,0.6301401037300155,0.5,3.5,3.5
8,6,Denise Richards,0.0861215053763441,0.4306075268817213,0.0,Safe,Improved,-1.1692679993781478,0.39021984890511435,-0.3895240752365168,0.5,9.5,6.5
8,6,David Alan Grier,0.086121505376344,0.4306075268817206,0.0,Safe,Improved,-1.1692679993781478,0.39021984890511024,-0.3895240752365188,0.5,12.0,10.5
8,6,Lawrence Taylor,0.0776551459293394,0.4306075268817214,22.0,Safe,Improved,0.6286387093430901,0.03105615904534386,0.32984743419421697,0.5,6.0,10.5
8,6,Ty Murray,0.0712035330261136,0.4306075268817211,18.0,Safe,Improved,0.3017465804846832,-0.2426370511678469,0.029554764658418164,0.5,7.0,12.0
8,6,Shawn Johnson,0.0841067588325652,0.4306075268817206,26.0,Safe,Improved,0.955530838201497,0.304749369258534,0.6301401037300155,0.5,3.5,3.5
8,6,Steve Wozniak,0.0861215053763441,0.4306075268817211,0.0,Safe,Improved,-1.1692679993781478,0.39021984890511435,-0.3895240752365168,0.5,9.5,6.5
8,6,Belinda Carlisle,0.0861215053763441,0.4306075268817207,0.0,Safe,Improved,-1.1692679993781478,0.39021984890511435,-0.3895240752365168,0.5,9.5,6.5
8,6,Chuck Wicks,0.0792680491551459,0.4306075268817212,23.0,Safe,Improved,0.7103617415576918,0.09947946159864346,0.40492060157816767,0.5,5.0,9.0
8,6,Lil' Kim,0.0873325652841781,0.4306075268817214,28.0,Safe,Improved,1.1189769026307004,0.4415959743651291,0.7802864384979147,0.5,1.0,1.0
8,6,Steve-O,0.0,0.9322676592224984,16.0,Eliminated,Improved,0.13830051605547977,-3.2632651986957324,-1.5624823413201263,0.5,13.0,13.0
8,6,Holly Madison,0.0861215053763441,0.4306075268817205,0.0,Safe,Improved,-1.1692679993781478,0.39021984890511435,-0.3895240752365168,0.5,9.5,6.5
8,6,Melissa Rycroft,0.0857196620583717,0.4306075268817203,27.0,Safe,Improved,1.0372538704160987,0.3731726718118336,0.7052132711139661,0.5,2.0,2.0
8,7,Gilles Marini,0.0514567765567765,0.6929076923076884,27.0,Safe,Improved,0.9540615248388009,-0.642455417537817,0.15580305365049196,0.5,3.5,4.5
8,7,Denise Richards,0.1154846153846154,0.6929076923076924,0.0,Safe,Improved,-1.027450872903324,0.9728177606038112,-0.02731655614975642,0.5,7.0,3.0
8,7,David Alan Grier,0.1154846153846153,0.6929076923076938,0.0,Safe,Improved,-1.027450872903324,0.9728177606038088,-0.027316556149757643,0.5,10.0,8.0
8,7,Lawrence Taylor,5.551115123125783e-17,0.9621288711288714,21.0,Eliminated,Improved,0.513725436451662,-1.9405899872407897,-0.7134322753945639,0.5,13.0,13.0
8,7,Ty Murray,0.0465117216117215,0.6929076923076929,24.0,Safe,Improved,0.7338934806452315,-0.767207631003298,-0.016657075179033254,0.5,6.0,12.0
8,7,Shawn Johnson,0.0531051282051281,0.6929076923076908,28.0,Safe,Improved,1.027450872903324,-0.6008713463826584,0.21328976326033283,0.5,2.0,2.0
8,7,Steve Wozniak,0.1154846153846153,0.6929076923076926,0.0,Safe,Improved,-1.027450872903324,0.9728177606038088,-0.027316556149757643,0.5,10.0,8.0
8,7,Belinda Carlisle,0.1154846153846153,0.6929076923076926,0.0,Safe,Improved,-1.027450872903324,0.9728177606038088,-0.027316556149757643,0.5,10.0,8.0
8,7,Chuck Wicks,0.0514567765567765,0.6929076923076929,27.0,Safe,Improved,0.9540615248388009,-0.642455417537817,0.15580305365049196,0.5,3.5,4.5
8,7,Lil' Kim,0.0498084249084248,0.6929076923076929,26.0,Safe,Improved,0.8806721767742778,-0.6840394886929783,0.09831634404064976,0.5,5.0,11.0
8,7,Steve-O,0.1154846153846153,0.6929076923076924,0.0,Safe,Improved,-1.027450872903324,0.9728177606038088,-0.027316556149757643,0.5,10.0,8.0
8,7,Holly Madison,0.1154846153846153,0.6929076923076923,0.0,Safe,Improved,-1.027450872903324,0.9728177606038088,-0.027316556149757643,0.5,10.0,8.0
8,7,Melissa Rycroft,0.0547534798534798,0.6929076923076929,29.0,Safe,Improved,1.1008402209678472,-0.5592872752274972,0.270776472870175,0.5,1.0,1.0
9,1,Ashley Hamiliton,0.057722830369118,0.9218917176767196,18.9999,Eliminated,Improved,-1.1966061882885675,-1.2134966263852436,-1.2050514073369056,0.5,16.0,16.0
9,1,Debi Mazar,0.0600062216993958,0.0001997536936056,22.0,Safe,Improved,-0.6334786235066802,-0.633469562222178,-0.6334740928644291,0.5,10.5,10.5
9,1,Melissa Joan Hart,0.0614840600357045,0.0001997536936082,24.0,Safe,Improved,-0.2580727605141885,-0.25806906903887267,-0.25807091477653055,0.5,9.0,9.0
9,1,Mark Dacascos,0.0651785080926427,0.0001997536936054,28.9998,Safe,Improved,0.6804043563807417,0.6803946238700879,0.6803994901254148,0.5,6.0,6.0
9,1,Chuck Liddell,0.0600062216993958,0.0001997536936141,22.0,Safe,Improved,-0.6334786235066802,-0.633469562222178,-0.6334740928644291,0.5,10.5,10.5
9,1,Natalie Coughlin,0.063700669756334,0.0001997536936101,26.9998,Safe,Improved,0.30499849338824997,0.30499413068678427,0.3049963120375171,0.5,7.5,7.5
9,1,Louie Vito,0.063700669756334,0.00019975369361,26.9998,Safe,Improved,0.30499849338824997,0.30499413068678427,0.3049963120375171,0.5,7.5,7.5
9,1,Michael Irvin,0.0578225840627286,0.000199753693613,19.0,Safe,Improved,-1.196587417995418,-1.1881571932021722,-1.192372305598795,0.5,15.0,14.0
9,1,Joanna Krupa,0.0688731778253313,0.0001997536936108,33.9999,Safe,Improved,1.61893778415512,1.6189146268530163,1.618926205504068,0.5,1.0,1.0
9,1,Kathy Ireland,0.0585283094711703,0.0001997536936086,19.9999,Safe,Improved,-1.0089032567923215,-1.008888825430137,-1.008896041111229,0.5,12.5,12.5
9,1,Tom DeLay,0.0585283094711703,0.0001997536936129,19.9999,Safe,Improved,-1.0089032567923215,-1.008888825430137,-1.008896041111229,0.5,12.5,12.5
9,1,Macy Gray,0.057822830369118,0.0001997536936129,18.9999,Eliminated,Improved,-1.1966061882885675,-1.1880946264533057,-1.1923504073709366,0.5,14.0,15.0
9,1,Aaron Carter,0.0673953394890226,0.0001997536936062,31.9999,Safe,Improved,1.2435319211626288,1.2435141336697126,1.2435230274161708,0.5,2.0,2.0
9,1,Mya,0.0666564203208682,0.0001997536936106,30.9999,Safe,Improved,1.055828989666383,1.0558138870780487,1.0558214383722158,0.5,3.0,3.0
9,1,Donny Osmond,0.0659175011527138,0.0001997536936015,29.9999,Safe,Improved,0.8681260581701371,0.8681136404863844,0.8681198493282607,0.5,5.0,5.0
