Season,Week,Contestant,Est_Fan_Votes,Certainty,Judge Score,Official Result,Model,New_Score,Dynamic_Weight_J
9,1,Michael Irvin,0.0578225840627286,0.000199753693613,19.0,Safe,Improved,0.7436367128084138,0.3416666666666667
9,1,Joanna Krupa,0.0688731778253313,0.0001997536936108,33.9999,Safe,Improved,1.0,0.3416666666666667
9,1,Kathy Ireland,0.0585283094711703,0.0001997536936086,19.9999,Safe,Improved,0.7604305262510651,0.3416666666666667
9,1,Tom DeLay,0.0585283094711703,0.0001997536936129,19.9999,Safe,Improved,0.7604305262510651,0.3416666666666667
9,1,Macy Gray,0.057822830369118,0.0001997536936129,18.9999,Eliminated,Improved,0.7436380622555322,0.3416666666666667
9,1,Aaron Carter,0.0673953394890226,0.0001997536936062,31.9999,Safe,Improved,0.9657757894644381,0.3416666666666667
9,1,Mya,0.0666564203208682,0.0001997536936106,30.9999,Safe,Improved,0.9486636841966567,0.3416666666666667
9,1,Donny Osmond,0.0659175011527138,0.0001997536936015,29.9999,Safe,Improved,0.9315515789288753,0.3416666666666667
9,1,Kelly Osbourne,0.0666563464289514,0.0001997536936059,30.9998,Safe,Improved,0.9486619729861299,0.3416666666666667
9,2,Ashley Hamiliton,0.0703139455782312,0.1227489795918378,0.0,Safe,Improved,0.6081296760087455,0.3833333333333333
9,2,Debi Mazar,0.0651785714285714,0.1227489795918365,21.0,Safe,Improved,0.8618631153514877,0.3833333333333333
9,2,Melissa Joan Hart,0.0631377551020408,0.1227489795918369,19.0,Safe,Improved,0.815817487135317,0.3833333333333333
9,2,Mark Dacascos,0.0651785714285714,0.1227489795918371,21.0,Safe,Improved,0.8618631153514877,0.3833333333333333
9,2,Chuck Liddell,0.0631377551020408,0.1227489795918367,19.0,Safe,Improved,0.815817487135317,0.3833333333333333
9,2,Natalie Coughlin,0.0651785714285714,0.1227489795918367,21.0,Safe,Improved,0.8618631153514877,0.3833333333333333
9,2,Louie Vito,0.0631377551020408,0.1227489795918371,19.0,Safe,Improved,0.815817487135317,0.3833333333333333
9,2,Michael Irvin,0.0641581632653061,0.1227489795918375,20.0,Safe,Improved,0.8388403012434023,0.3833333333333333
9,2,Joanna Krupa,0.0641581632653061,0.1227489795918368,20.0,Safe,Improved,0.8388403012434023,0.3833333333333333
9,2,Kathy Ireland,0.0089894557823128,0.9363182397959188,18.0,Eliminated,Improved,0.3333033591731256,0.3833333333333333
9,2,Tom DeLay,0.0621173469387755,0.1227489795918366,18.0,Safe,Improved,0.7927946730272315,0.3833333333333333
9,2,Macy Gray,0.0703139455782313,0.1227489795918362,0.0,Safe,Improved,0.6081296760087463,0.3833333333333333
9,2,Aaron Carter,0.0713010204081632,0.1227489795918371,27.0,Safe,Improved,1.0,0.3833333333333333
9,2,Mya,0.0713010204081632,0.122748979591837,27.0,Safe,Improved,1.0,0.3833333333333333
9,2,Donny Osmond,0.0692602040816326,0.122748979591837,25.0,Safe,Improved,0.9539543717838292,0.3833333333333333
9,2,Kelly Osbourne,0.0631377551020408,0.1227489795918355,19.0,Safe,Improved,0.815817487135317,0.3833333333333333
9,3,Ashley Hamiliton,0.065991472868217,0.2176542635658913,0.0,Safe,Improved,0.5067582712422346,0.425
9,3,Debi Mazar,0.0,0.940985222868217,17.0,Eliminated,Improved,0.2675925925925926,0.425
9,3,Melissa Joan Hart,0.0655757752146025,0.2176542635658918,19.0,Safe,Improved,0.8026401416095387,0.425
9,3,Mark Dacascos,0.0644129844891893,0.2176542635658922,18.0,Safe,Improved,0.7779701590710945,0.425
9,3,Chuck Liddell,0.0632501937915148,0.217654263565892,17.0,Safe,Improved,0.7533001767456597,0.425
9,3,Natalie Coughlin,0.0737153100705846,0.2176542635658916,26.0,Safe,Improved,0.9753300176745661,0.425
9,3,Louie Vito,0.0667385658845381,0.2176542635658921,20.0,Safe,Improved,0.8273101237219621,0.425
9,3,Michael Irvin,0.0597618216984916,0.2176542635658914,14.0,Safe,Improved,0.6792902297693583,0.425
9,3,Joanna Krupa,0.0702269380053002,0.2176542635658918,23.0,Safe,Improved,0.9013200709112749,0.425
9,3,Kathy Ireland,0.065991472868217,0.2176542635658914,0.0,Safe,Improved,0.5067582712422346,0.425
9,3,Tom DeLay,0.0609246124239049,0.2176542635658922,15.0,Safe,Improved,0.7039602123078033,0.425
9,3,Macy Gray,0.0659914728682171,0.2176542635658916,0.0,Safe,Improved,0.5067582712422354,0.425
9,3,Aaron Carter,0.0679013565822125,0.217654263565892,21.0,Safe,Improved,0.8519801060473959,0.425
9,3,Mya,0.074878100768259,0.2176542635658921,27.0,Safe,Improved,1.0,0.425
9,3,Donny Osmond,0.0679013565822125,0.2176542635658918,21.0,Safe,Improved,0.8519801060473959,0.425
9,3,Kelly Osbourne,0.0667385658845381,0.2176542635658904,20.0,Safe,Improved,0.8273101237219621,0.425
9,4,Ashley Hamiliton,0.0703479338842975,0.3602041322314038,0.0,Safe,Improved,0.5236835679830509,0.4666666666666667
9,4,Debi Mazar,0.0703479338842975,0.3602041322314049,0.0,Safe,Improved,0.5236835679830509,0.4666666666666667
9,4,Melissa Joan Hart,0.071644214876033,0.3602041322314051,28.0,Safe,Improved,1.0,0.4666666666666667
9,4,Mark Dacascos,0.0642061983471074,0.360204132231405,22.0,Safe,Improved,0.8446299724880177,0.4666666666666667
9,4,Chuck Liddell,0.0,0.9453416838842976,17.0,Eliminated,Improved,0.2833333333333333,0.4666666666666667
9,4,Natalie Coughlin,0.0666855371900826,0.3602041322314053,24.0,Safe,Improved,0.8964199816586784,0.4666666666666667
9,4,Louie Vito,0.0567681818181818,0.3602041322314061,16.0,Safe,Improved,0.6892599449760354,0.4666666666666667
9,4,Michael Irvin,0.0567681818181818,0.3602041322314057,16.0,Safe,Improved,0.6892599449760354,0.4666666666666667
9,4,Joanna Krupa,0.0691648760330578,0.3602041322314051,26.0,Safe,Improved,0.9482099908293393,0.4666666666666667
9,4,Kathy Ireland,0.0703479338842975,0.3602041322314048,0.0,Safe,Improved,0.5236835679830509,0.4666666666666667
9,4,Tom DeLay,0.0703479338842975,0.3602041322314057,0.0,Safe,Improved,0.5236835679830509,0.4666666666666667
9,4,Macy Gray,0.0703479338842975,0.3602041322314052,0.0,Safe,Improved,0.5236835679830509,0.4666666666666667
9,4,Aaron Carter,0.059247520661157,0.3602041322314054,18.0,Safe,Improved,0.7410499541466962,0.4666666666666667
9,4,Mya,0.071644214876033,0.3602041322314054,28.0,Safe,Improved,1.0,0.4666666666666667
9,4,Donny Osmond,0.0666855371900826,0.3602041322314055,24.0,Safe,Improved,0.8964199816586784,0.4666666666666667
9,4,Kelly Osbourne,0.065445867768595,0.3602041322314048,23.0,Safe,Improved,0.8705249770733481,0.4666666666666667
9,5,Ashley Hamiliton,0.0910090909090909,0.550386776859498,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
9,5,Debi Mazar,0.0910090909090908,0.5503867768595045,0.0,Safe,Improved,0.49166666666666614,0.5083333333333333
9,5,Melissa Joan Hart,0.0486477502295684,0.5503867768595054,23.0,Safe,Improved,0.6659750731295309,0.5083333333333333
9,5,Mark Dacascos,0.0523667584940312,0.5503867768595061,26.0,Safe,Improved,0.738652815700477,0.5083333333333333
9,5,Chuck Liddell,0.0910090909090909,0.550386776859504,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
9,5,Natalie Coughlin,0.0,0.9660028409090908,22.0,Eliminated,Improved,0.38563218390804593,0.5083333333333333
9,5,Louie Vito,0.0474080808080808,0.550386776859505,22.0,Safe,Improved,0.6417491589392154,0.5083333333333333
9,5,Michael Irvin,0.0461684113865932,0.5503867768595052,21.0,Safe,Improved,0.6175232447489,0.5083333333333333
9,5,Joanna Krupa,0.049887419651056,0.5503867768595054,24.0,Safe,Improved,0.6902009873198462,0.5083333333333333
9,5,Kathy Ireland,0.0910090909090909,0.5503867768595045,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
9,5,Tom DeLay,0.0910090909090908,0.550386776859505,0.0,Safe,Improved,0.49166666666666614,0.5083333333333333
9,5,Macy Gray,0.0910090909090909,0.5503867768595045,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
9,5,Aaron Carter,0.049887419651056,0.5503867768595053,24.0,Safe,Improved,0.6902009873198462,0.5083333333333333
9,5,Mya,0.0536064279155188,0.5503867768595052,27.0,Safe,Improved,0.7628787298907924,0.5083333333333333
9,5,Donny Osmond,0.056085766758494,0.5503867768595049,29.0,Safe,Improved,0.8113305582714232,0.5083333333333333
9,5,Kelly Osbourne,0.049887419651056,0.5503867768595072,24.0,Safe,Improved,0.6902009873198462,0.5083333333333333
9,6,Ashley Hamiliton,0.0924076272187096,0.6547457248505876,0.0,Safe,Improved,0.44999999999999996,0.55
9,6,Debi Mazar,0.0924076272187095,0.6547457248505855,0.0,Safe,Improved,0.4499999999999995,0.55
9,6,Melissa Joan Hart,5.551115123125783e-17,0.968731311561049,23.9999,Eliminated,Improved,0.3666661574059931,0.55
9,6,Mark Dacascos,0.0470280669385009,0.6547457248505856,32.0,Safe,Improved,0.7179041363470409,0.55
9,6,Chuck Liddell,0.0924076272187096,0.6547457248505862,0.0,Safe,Improved,0.44999999999999996,0.55
9,6,Natalie Coughlin,0.0924076272187095,0.6547457248505866,0.0,Safe,Improved,0.4499999999999995,0.55
9,6,Louie Vito,0.0377972657549583,0.6547457248505871,24.0,Eliminated,Improved,0.5507300845987797,0.55
9,6,Michael Irvin,0.0354893346890431,0.6547457248505857,21.9998,Safe,Improved,0.508932392310421,0.55
9,6,Joanna Krupa,0.0516433521452574,0.6547457248505861,35.9999,Safe,Improved,0.8014890725455244,0.55
9,6,Kathy Ireland,0.0924076272187095,0.6547457248505864,0.0,Safe,Improved,0.4499999999999995,0.55
9,6,Tom DeLay,0.0924076272187095,0.6547457248505864,0.0,Safe,Improved,0.4499999999999995,0.55
9,6,Macy Gray,0.0924076272187096,0.6547457248505869,0.0,Safe,Improved,0.44999999999999996,0.55
9,6,Aaron Carter,0.0481816863164141,0.6547457248505862,32.9998,Safe,Improved,0.7387967134642796,0.55
9,6,Mya,0.0481819170864437,0.6547457248505866,33.0,Safe,Improved,0.7388008928155734,0.55
9,6,Donny Osmond,0.0458741014055433,0.6547457248505875,30.9999,Safe,Improved,0.6970052902028614,0.55
9,6,Kelly Osbourne,0.0389508851328716,0.654745724850586,24.9998,Safe,Improved,0.5716226617160189,0.55
10,2,Aiden Turner,0.0895454545447931,0.0823181818181817,19.0,Safe,Improved,0.8024553571423747,0.3833333333333333
10,2,Shannen Doherty,0.0652363636381275,0.909181818181818,20.0,Eliminated,Improved,0.6689166666799167,0.3833333333333333
10,2,Niecy Nash,0.0922727272720658,0.0823181818181816,21.0,Safe,Improved,0.8463541666662914,0.3833333333333333
10,2,Buzz Aldrin,0.1017000000017638,0.082318181818182,12.0,Safe,Improved,0.7802366071575416,0.3833333333333333
10,2,Chad Ochocinco,0.085454545453884,0.0823181818181814,16.0,Safe,Improved,0.7366071428564994,0.3833333333333333
10,2,Evan Lysacek,0.0963636363629749,0.0823181818181817,24.0,Safe,Improved,0.9122023809521667,0.3833333333333333
10,2,Pamela Anderson,0.0936363636357021,0.0823181818181824,22.0,Safe,Improved,0.8683035714282494,0.3833333333333333
10,2,Nicole Scherzinger,0.1018181818175203,0.0823181818181821,28.0,Safe,Improved,1.0,0.3833333333333333
10,2,Erin Andrews,0.0949999999993385,0.0823181818181818,23.0,Safe,Improved,0.890252976190208,0.3833333333333333
10,2,Kate Gosselin,0.0880636363654002,0.0823181818181818,15.0,Safe,Improved,0.738718750014148,0.3833333333333333
10,2,Jake Pavelka,0.0909090909084294,0.0823181818181816,20.0,Safe,Improved,0.8244047619043327,0.3833333333333333
10,3,Aiden Turner,0.093193013882669,0.0641394088669953,20.0,Safe,Improved,0.8357539173258379,0.425
10,3,Shannen Doherty,0.1053119793999104,0.0641394088669954,0.0,Safe,Improved,0.575,0.425
10,3,Niecy Nash,0.0946708463949843,0.0641394088669954,21.0,Safe,Improved,0.8601689888717955,0.425
10,3,Buzz Aldrin,0.0411725705329153,0.8823121361397225,13.0,Eliminated,Improved,0.43730090291082724,0.425
10,3,Chad Ochocinco,0.093193013882669,0.0641394088669946,20.0,Safe,Improved,0.8357539173258379,0.425
10,3,Evan Lysacek,0.1020600089565606,0.0641394088669949,26.0,Safe,Improved,0.982244346601582,0.425
10,3,Pamela Anderson,0.0946708463949843,0.0641394088669949,21.0,Safe,Improved,0.8601689888717955,0.425
10,3,Nicole Scherzinger,0.0976265114196148,0.0641394088669951,23.0,Safe,Improved,0.9089991319637101,0.425
10,3,Erin Andrews,0.0976265114196148,0.0641394088669953,23.0,Safe,Improved,0.9089991319637101,0.425
10,3,Kate Gosselin,0.0858038513210927,0.0641394088669953,15.0,Safe,Improved,0.7136785595960514,0.425
10,3,Jake Pavelka,0.0946708463949843,0.0641394088669946,21.0,Safe,Improved,0.8601689888717955,0.425
10,4,Aiden Turner,0.0131653843012334,0.907221514334722,16.5,Eliminated,Improved,0.3625922829212421,0.4666666666666667
10,4,Shannen Doherty,0.102214171363228,0.1808929919137464,0.0,Safe,Improved,0.5158185743359873,0.4666666666666667
10,4,Niecy Nash,0.0927468757657437,0.1808929919137472,18.0,Safe,Improved,0.7911192756544023,0.4666666666666667
10,4,Buzz Aldrin,0.1022141713632278,0.1808929919137476,0.0,Safe,Improved,0.5158185743359863,0.4666666666666667
10,4,Chad Ochocinco,0.0992158784611614,0.1808929919137466,22.0,Safe,Improved,0.8955596378272008,0.4666666666666667
10,4,Evan Lysacek,0.1056848811565792,0.1808929919137473,26.0,Safe,Improved,1.0,0.4666666666666667
10,4,Pamela Anderson,0.1016417544719431,0.1808929919137468,23.5,Safe,Improved,0.9347247736420006,0.4666666666666667
10,4,Nicole Scherzinger,0.1040676304827248,0.1808929919137469,25.0,Safe,Improved,0.9738899094568005,0.4666666666666667
10,4,Erin Andrews,0.0951727517765253,0.1808929919137469,19.5,Safe,Improved,0.8302844114692016,0.4666666666666667
10,4,Kate Gosselin,0.0895123744180348,0.1808929919137467,16.0,Safe,Improved,0.738899094568003,0.4666666666666667
10,4,Jake Pavelka,0.0943641264395981,0.1808929919137466,19.0,Safe,Improved,0.8172293661976019,0.4666666666666667
10,5,Aiden Turner,0.0918405543878087,0.2604156069364156,0.0,Safe,Improved,0.39635539379612544,0.5083333333333333
10,5,Shannen Doherty,0.0918405543878086,0.2604156069364158,0.0,Safe,Improved,0.39635539379612494,0.5083333333333333
10,5,Niecy Nash,0.0948502364687336,0.2604156069364168,18.0,Safe,Improved,0.7248614910718074,0.5083333333333333
10,5,Buzz Aldrin,0.0918405543878086,0.2604156069364162,0.0,Safe,Improved,0.39635539379612494,0.5083333333333333
10,5,Chad Ochocinco,0.0948502364687336,0.2604156069364167,18.0,Safe,Improved,0.7248614910718074,0.5083333333333333
10,5,Evan Lysacek,0.1104571728849185,0.2604156069364169,27.0,Safe,Improved,0.9499748165585102,0.5083333333333333
10,5,Pamela Anderson,0.1000525486074619,0.2604156069364162,21.0,Safe,Improved,0.7998992662340417,0.5083333333333333
10,5,Nicole Scherzinger,0.1139253809774041,0.2604156069364166,29.0,Safe,Improved,1.0,0.5083333333333333
10,5,Erin Andrews,0.1017866526537046,0.2604156069364161,22.0,Safe,Improved,0.824911857954786,0.5083333333333333
10,5,Kate Gosselin,0.0050353520756699,0.9049779295848652,15.0,Eliminated,Improved,0.28466205481639906,0.5083333333333333
10,5,Jake Pavelka,0.1035207566999474,0.2604156069364163,23.0,Safe,Improved,0.8499244496755309,0.5083333333333333
10,6,Aiden Turner,0.1197171470430762,0.4788685881723052,0.0,Safe,Improved,0.44999999999999996,0.55
10,6,Shannen Doherty,0.1197171470430762,0.478868588172305,0.0,Safe,Improved,0.44999999999999996,0.55
10,6,Niecy Nash,0.0801565047347048,0.478868588172305,25.9998,Safe,Improved,0.6985173525672883,0.55
10,6,Buzz Aldrin,0.1197171470430762,0.4788685881723045,0.0,Safe,Improved,0.44999999999999996,0.55
10,6,Chad Ochocinco,0.0873337058066701,0.4788685881723051,30.9999,Safe,Improved,0.8018860757312264,0.55
10,6,Evan Lysacek,0.081592203323169,0.4788685881723042,27.0,Safe,Improved,0.7191948183996859,0.55
10,6,Pamela Anderson,0.0858981507593566,0.4788685881723052,29.9998,Safe,Improved,0.7812106772319456,0.55
10,6,Nicole Scherzinger,0.0945107633374848,0.4788685881723048,35.9999,Safe,Improved,0.9052527315620478,0.55
10,6,Erin Andrews,0.0916400838663096,0.4788685881723055,34.0,Safe,Improved,0.8639081365628363,0.55
10,6,Kate Gosselin,0.1197171470430761,0.4788685881723047,0.0,Safe,Improved,0.44999999999999957,0.55
10,6,Jake Pavelka,2.775557561562892e-17,0.9378898743158038,24.9999,Eliminated,Improved,0.3819439776221602,0.55
10,7,Aiden Turner,0.1640871382636657,0.8270665594855283,0.0,Safe,Improved,0.4083333333333333,0.5916666666666667
10,7,Shannen Doherty,0.1640871382636655,0.8270665594855298,0.0,Safe,Improved,0.4083333333333328,0.5916666666666667
10,7,Niecy Nash,0.0330189710610933,0.8270665594855303,24.5,Safe,Improved,0.6190509265458579,0.5916666666666667
10,7,Buzz Aldrin,0.1640871382636656,0.8270665594855313,0.0,Safe,Improved,0.4083333333333331,0.5916666666666667
10,7,Chad Ochocinco,0.0359128617363344,0.8270665594855295,26.0,Safe,Improved,0.6591227877718043,0.5916666666666667
10,7,Evan Lysacek,0.0378421221864952,0.8270665594855302,27.0,Safe,Improved,0.6858373619224355,0.5916666666666667
10,7,Pamela Anderson,0.0,0.9822598655363928,25.5,Eliminated,Improved,0.5587962962962962,0.5916666666666667
10,7,Nicole Scherzinger,0.0378421221864952,0.8270665594855308,27.0,Safe,Improved,0.6858373619224355,0.5916666666666667
10,7,Erin Andrews,0.034948231511254,0.8270665594855303,25.5,Safe,Improved,0.6457655006964886,0.5916666666666667
10,7,Kate Gosselin,0.1640871382636654,0.8270665594855304,0.0,Safe,Improved,0.40833333333333255,0.5916666666666667
10,7,Jake Pavelka,0.1640871382636655,0.8270665594855312,0.0,Safe,Improved,0.4083333333333328,0.5916666666666667
11,1,David Hasselhoff,0.0780904552129221,0.8995042951541856,15.0,Eliminated,Improved,0.7844328747112377,0.3416666666666667
11,1,Florence Henderson,0.0821218795888399,0.0001999999999947,18.0,Safe,Improved,0.856613500475608,0.3416666666666667
11,1,Kyle Massey,0.0887298091042584,0.0001999999999973,23.0,Safe,Improved,0.976102250079268,0.3416666666666667
11,1,Jennifer Grey,0.0900513950073421,0.0002,24.0,Safe,Improved,1.0,0.3416666666666667
11,1,Rick Fox,0.0874082232011747,0.0002000000000064,22.0,Safe,Improved,0.952204500158536,0.3416666666666667
11,1,Kurt Warner,0.0834434654919236,0.0001999999999969,19.0,Safe,Improved,0.8805112503963399,0.3416666666666667
11,1,Margaret Cho,0.0781904552129221,0.0002000000000014,15.0,Safe,Improved,0.7851639387144991,0.3416666666666667
11,1,Michael Bolton,0.0794787077826725,0.0001999999999984,16.0,Safe,Improved,0.8088180006341441,0.3416666666666667
11,1,Brandy,0.0887298091042584,0.0002000000000008,23.0,Safe,Improved,0.976102250079268,0.3416666666666667
11,1,The Situation,0.0781904552129221,0.0002000000000047,15.0,Safe,Improved,0.7851639387144991,0.3416666666666667
11,1,Audrina Patridge,0.0834434654919236,0.0001999999999952,19.0,Safe,Improved,0.8805112503963399,0.3416666666666667
11,1,Bristol Palin,0.0821218795888399,0.0002000000000096,18.0,Safe,Improved,0.856613500475608,0.3416666666666667
11,2,David Hasselhoff,0.0936774509864554,0.0543986425339375,0.0,Safe,Improved,0.6166666666666667,0.3833333333333333
11,2,Florence Henderson,0.0841251885357405,0.0543986425339368,19.0,Safe,Improved,0.857257568116623,0.3833333333333333
11,2,Kyle Massey,0.0881975867257858,0.0543986425339372,22.0,Safe,Improved,0.9319823106942974,0.3833333333333333
11,2,Jennifer Grey,0.0909125188524826,0.054398642533937,24.0,Safe,Improved,0.9817988057460798,0.3833333333333333
11,2,Rick Fox,0.0868401206624374,0.0543986425339367,21.0,Safe,Improved,0.9070740631684062,0.3833333333333333
11,2,Kurt Warner,0.0868401206624374,0.054398642533937,21.0,Safe,Improved,0.9070740631684062,0.3833333333333333
11,2,Margaret Cho,0.0827677224723921,0.0543986425339368,18.0,Safe,Improved,0.8323493205907317,0.3833333333333333
11,2,Michael Bolton,0.0392788084525188,0.8877236425339365,12.0,Eliminated,Improved,0.4502340339891982,0.3833333333333333
11,2,Brandy,0.0868401206624374,0.0543986425339368,21.0,Safe,Improved,0.9070740631684062,0.3833333333333333
11,2,The Situation,0.0827677224723921,0.0543986425339368,18.0,Safe,Improved,0.8323493205907317,0.3833333333333333
11,2,Audrina Patridge,0.0895550527891342,0.0543986425339368,23.0,Safe,Improved,0.9568905582201885,0.3833333333333333
11,2,Bristol Palin,0.0881975867257858,0.054398642533936,22.0,Safe,Improved,0.9319823106942974,0.3833333333333333
11,3,David Hasselhoff,0.0936607843137254,0.163095927601811,0.0,Safe,Improved,0.575,0.425
11,3,Florence Henderson,0.0854826546003016,0.1630959276018104,20.0,Safe,Improved,0.8517161026843445,0.425
11,3,Kyle Massey,0.0895550527903469,0.1630959276018101,23.0,Safe,Improved,0.925755731749148,0.425
11,3,Jennifer Grey,0.0909125188536953,0.1630959276018103,24.0,Safe,Improved,0.9504356081040826,0.425
11,3,Rick Fox,0.0909125188536953,0.1630959276018102,24.0,Safe,Improved,0.9504356081040826,0.425
11,3,Kurt Warner,0.0895550527903469,0.1630959276018102,23.0,Safe,Improved,0.925755731749148,0.425
11,3,Margaret Cho,0.0121128205128205,0.9148729638009048,18.0,Eliminated,Improved,0.3685935011457862,0.425
11,3,Michael Bolton,0.0936607843137254,0.1630959276018105,0.0,Safe,Improved,0.575,0.425
11,3,Brandy,0.0909125188536953,0.1630959276018101,24.0,Safe,Improved,0.9504356081040826,0.425
11,3,The Situation,0.0854826546003016,0.1630959276018099,20.0,Safe,Improved,0.8517161026843445,0.425
11,3,Audrina Patridge,0.0936274509803921,0.1630959276018104,26.0,Safe,Improved,0.9997953608139512,0.425
11,3,Bristol Palin,0.0841251885369532,0.1630959276018102,19.0,Safe,Improved,0.82703622632941,0.425
11,4,David Hasselhoff,0.0837773277467411,0.2349368715083803,0.0,Safe,Improved,0.42448167477517296,0.4666666666666667
11,4,Florence Henderson,0.0876629422718808,0.2349368715083798,17.5,Safe,Improved,0.7358359133126935,0.4666666666666667
11,4,Kyle Massey,0.091852886405959,0.2349368715083805,20.0,Safe,Improved,0.7987321244287187,0.4666666666666667
11,4,Jennifer Grey,0.1052607076350093,0.2349368715083802,28.0,Safe,Improved,1.0,0.4666666666666667
11,4,Rick Fox,0.0910148975791434,0.2349368715083797,19.5,Safe,Improved,0.7861528822055138,0.4666666666666667
11,4,Kurt Warner,0.0868249534450651,0.23493687150838,17.0,Safe,Improved,0.7232566710894881,0.4666666666666667
11,4,Margaret Cho,0.0837773277467411,0.2349368715083803,0.0,Safe,Improved,0.42448167477517296,0.4666666666666667
11,4,Michael Bolton,0.0837773277467411,0.2349368715083796,0.0,Safe,Improved,0.42448167477517296,0.4666666666666667
11,4,Brandy,0.0985567970204841,0.2349368715083802,24.0,Safe,Improved,0.8993660622143591,0.4666666666666667
11,4,The Situation,0.0054650372439478,0.9116372905027934,14.0,Eliminated,Improved,0.26102349992628604,0.4666666666666667
11,4,Audrina Patridge,0.0968808193668529,0.2349368715083801,23.0,Safe,Improved,0.8742075777679494,0.4666666666666667
11,4,Bristol Palin,0.0851489757914339,0.2349368715083798,16.0,Safe,Improved,0.6980981866430783,0.4666666666666667
11,5,David Hasselhoff,0.1154846153846153,0.4841164835164819,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
11,5,Florence Henderson,0.0,0.9488096153846158,21.0,Eliminated,Improved,0.39537037037037037,0.5083333333333333
11,5,Kyle Massey,0.0719208791208791,0.4841164835164837,20.0,Safe,Improved,0.6827406958648773,0.5083333333333333
11,5,Jennifer Grey,0.0801626373626373,0.4841164835164847,25.0,Safe,Improved,0.8119651358005895,0.5083333333333333
11,5,Rick Fox,0.0785142857142857,0.4841164835164833,24.0,Safe,Improved,0.7861202478134472,0.5083333333333333
11,5,Kurt Warner,0.0785142857142857,0.4841164835164839,24.0,Safe,Improved,0.7861202478134472,0.5083333333333333
11,5,Margaret Cho,0.1154846153846153,0.484116483516484,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
11,5,Michael Bolton,0.1154846153846153,0.4841164835164846,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
11,5,Brandy,0.0834593406593406,0.4841164835164844,27.0,Safe,Improved,0.8636549117748744,0.5083333333333333
11,5,The Situation,0.1154846153846153,0.4841164835164844,0.0,Safe,Improved,0.4916666666666667,0.5083333333333333
11,5,Audrina Patridge,0.076865934065934,0.484116483516484,23.0,Safe,Improved,0.7602753598263046,0.5083333333333333
11,5,Bristol Palin,0.0686241758241758,0.4841164835164844,18.0,Safe,Improved,0.6310509198905923,0.5083333333333333
11,6,David Hasselhoff,0.1546889285615941,0.8753913626761023,0.0,Safe,Improved,0.44999999999999973,0.55
11,6,Florence Henderson,0.1546889285615941,0.8753913626761063,0.0,Safe,Improved,0.44999999999999973,0.55
11,6,Kyle Massey,0.0347597024917475,0.8753913626761062,29.9999,Safe,Improved,0.5594512793831317,0.55
11,6,Jennifer Grey,0.0333105671565072,0.8753913626761071,29.0,Safe,Improved,0.53995935945113,0.55
11,6,Rick Fox,0.0347598474197738,0.8753913626761056,30.0,Safe,Improved,0.5594532287700635,0.55
11,6,Kurt Warner,0.0484088590154651,0.8753913626761064,21.9999,Safe,Improved,0.47693498812050783,0.55
11,6,Margaret Cho,0.1546889285615942,0.8753913626761073,0.0,Safe,Improved,0.44999999999999996,0.55
11,6,Michael Bolton,0.1546889285615942,0.8753913626761064,0.0,Safe,Improved,0.44999999999999996,0.55
11,6,Brandy,0.0434553840713471,0.875391362676107,35.9999,Safe,Improved,0.6764144952967323,0.55
11,6,The Situation,0.1546889285615941,0.8753913626761065,0.0,Safe,Improved,0.44999999999999973,0.55
11,6,Audrina Patridge,0.0,0.9886719420614642,31.9998,Eliminated,Improved,0.4888871913533094,0.55
11,6,Bristol Palin,0.0318609970371881,0.8753913626761064,27.9998,Safe,Improved,0.5204615913583333,0.55
12,2,Ralph Macchio,0.0928030303030303,0.0002000000000008,21.0,Safe,Improved,0.9487450462351392,0.3833333333333333
12,2,Chelsea Kane,0.0886363636363636,0.0001999999999977,18.0,Safe,Improved,0.8718626155878471,0.3833333333333333
12,2,Kirstie Alley,0.0914141414141414,0.0001999999999988,20.0,Safe,Improved,0.9231175693527085,0.3833333333333333
12,2,Hines Ward,0.095580808080808,0.0001999999999999,23.0,Safe,Improved,1.0,0.3833333333333333
12,2,Sugar Ray Leonard,0.087280808080808,0.0001999999999965,17.0,Safe,Improved,0.8464501981505943,0.3833333333333333
12,2,Chris Jericho,0.095580808080808,0.0001999999999999,23.0,Safe,Improved,1.0,0.3833333333333333
12,2,Petra Nemcova,0.0886363636363636,0.0001999999999992,18.0,Safe,Improved,0.8718626155878471,0.3833333333333333
12,2,Mike Catherwood,0.087180808080808,0.8969764309764311,17.0,Eliminated,Improved,0.8458050198150593,0.3833333333333333
12,2,Romeo,0.095580808080808,0.0001999999999999,23.0,Safe,Improved,1.0,0.3833333333333333
12,2,Wendy Williams,0.087280808080808,0.000199999999993,17.0,Safe,Improved,0.8464501981505943,0.3833333333333333
12,2,Kendra Wilkinson,0.0900252525252525,0.0002000000000055,19.0,Safe,Improved,0.8974900924702777,0.3833333333333333
12,3,Ralph Macchio,0.0930756159728122,0.0701934579439251,21.0,Safe,Improved,0.8468846161473622,0.425
